hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0000907,Anterior rib cupping,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0000912,Sprengel anomaly,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0000913,Posterior rib fusion,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0000915,Pectus excavatum of inferior sternum,756.21,Pectus excavatum
HP:0000917,Superior pectus carinatum,756.22,Pectus carinatum
HP:0000918,Scapular exostoses,726.4,Calcaneal spur; Exostosis NOS
HP:0000921,Missing ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0000922,Posterior rib cupping,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0000923,Beaded ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
HP:0000925,Abnormality of the vertebral column,754,Congenital musculoskeletal deformities of spine
HP:0000926,Platyspondyly,754,Congenital musculoskeletal deformities of spine
HP:0000934,Chondrocalcinosis,274.21,Chondrocalcinosis
HP:0000938,Osteopenia,743,"Osteoporosis, osteopenia and pathological fracture"
HP:0000939,Osteoporosis,743.1,Osteoporosis
HP:0000943,Dysostosis multiplex,331,Other cerebral degenerations
HP:0000951,Abnormality of the skin,691,Congenital anomalies of skin
HP:0000952,Jaundice,573.5,Jaundice (not of newborn)
HP:0000953,Hyperpigmentation of the skin,694.2,Other dyschromia
HP:0000956,Acanthosis nigricans,701.6,Acquired acanthosis nigricans
HP:0000957,Cafe-au-lait spot,694.2,Other dyschromia
HP:0000958,Dry skin,706.8,Other specified diseases of sebaceous glands
HP:0000960,Sacral dimple,691,Congenital anomalies of skin
HP:0000961,Cyanosis,513.3,Hypoventilation
HP:0000962,Hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0000964,Eczema,939,Atopic/contact dermatitis due to other or unspecified
HP:0000965,Cutis marmorata,782.6,Pallor and flushing
HP:0000966,Hypohidrosis,705,Disorders of sweat glands
HP:0000967,Petechiae,287.1,Spontaneous ecchymoses
HP:0000968,Ectodermal dysplasia,691,Congenital anomalies of skin
HP:0000969,Edema,782.3,Edema
HP:0000970,Anhidrosis,705,Disorders of sweat glands
HP:0000972,Palmoplantar hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0000973,Cutis laxa,701,Other hypertrophic and atrophic conditions of skin
HP:0000975,Hyperhidrosis,705.8,Hyperhidrosis
HP:0000976,Eczematoid dermatitis,939,Atopic/contact dermatitis due to other or unspecified
HP:0000978,Bruising susceptibility,287.1,Spontaneous ecchymoses
HP:0000979,Purpura,287,Purpura and other hemorrhagic conditions
HP:0000980,Pallor,782.6,Pallor and flushing
HP:0000982,Palmoplantar keratoderma,691,Congenital anomalies of skin
HP:0000987,Atypical scarring of skin,701.2,Scar conditions and fibrosis of skin
HP:0000988,Skin rash,687.1,Rash and other nonspecific skin eruption
HP:0000989,Pruritus,698,Pruritus and related conditions
HP:0000991,Xanthomatosis,272.13,Mixed hyperlipidemia
HP:0000992,Cutaneous photosensitivity,938,Dermatitis due to solar radiation
HP:0000995,Melanocytic nevus,216,Benign neoplasm of skin
HP:0000996,Facial capillary hemangioma,228.1,Hemangioma of skin and subcutaneous tissue
HP:0000997,Axillary freckling,694.2,Other dyschromia
HP:0000998,Hypertrichosis,704.2,Hirsutism
HP:0000999,Pyoderma,686.5,Pyoderma
HP:0001003,Multiple lentigines,694.2,Other dyschromia
HP:0001004,Lymphedema,450,Noninfectious disorders of lymphatic channels
HP:0001007,Hirsutism,704.2,Hirsutism
HP:0001009,Telangiectasia,448,Disease of capillaries
HP:0001010,Hypopigmentation of the skin,694,Dyschromia and Vitiligo
HP:0001012,Multiple lipomas,214,Lipoma
HP:0001014,Angiokeratoma,216,Benign neoplasm of skin
HP:0001017,Anemic pallor,782.6,Pallor and flushing
HP:0001018,Abnormal palmar dermatoglyphics,691,Congenital anomalies of skin
HP:0001019,Erythroderma,695.9,Unspecified erythematous condition
HP:0001022,Albinism,270.1,Disturbances of amino-acid transport
HP:0001025,Urticaria,947,Urticaria
HP:0001028,Hemangioma,228,"Hemangioma and lymphangioma, any site"
HP:0001029,Poikiloderma,694.2,Other dyschromia
HP:0001030,Fragile skin,689,Disorder of skin and subcutaneous tissue NOS
HP:0001031,Subcutaneous lipoma,214.1,Lipoma of skin and subcutaneous tissue
HP:0001034,Hypermelanotic macule,694.2,Other dyschromia
HP:0001036,Parakeratosis,690,Erythematosquamous dermatosis
HP:0001039,Atheroeruptive xanthoma,272.13,Mixed hyperlipidemia
HP:0001041,Facial erythema,695,Erythematous conditions
HP:0001045,Vitiligo,694.1,Vitiligo
HP:0001046,Intermittent jaundice,573.5,Jaundice (not of newborn)
HP:0001047,Atopic dermatitis,939,Atopic/contact dermatitis due to other or unspecified
HP:0001048,Cavernous hemangioma,228,"Hemangioma and lymphangioma, any site"
HP:0001050,Plethora,782.6,Pallor and flushing
HP:0001051,Seborrheic dermatitis,690.1,Seborrheic dermatitis
HP:0001052,Nevus flammeus,217.1,"Nevus, non-neoplastic"
HP:0001053,Hypopigmented skin patches,694,Dyschromia and Vitiligo
HP:0001054,Numerous nevi,217.1,"Nevus, non-neoplastic"
HP:0001055,Erysipelas,686,Other local infections of skin and subcutaneous tissue
HP:0001056,Milia,706.2,Sebaceous cyst
HP:0001057,Aplasia cutis congenita,757,Congenital anomalies of the integument
HP:0001058,Poor wound healing,875,Non-healing surgical wound
HP:0001059,Pterygium,372,Disorders of conjunctiva
HP:0001061,Acne,706.1,Acne
HP:0001062,Atypical nevus,217.1,"Nevus, non-neoplastic"
HP:0001063,Acrocyanosis,443.8,Other specified peripheral vascular diseases
HP:0001065,Striae distensae,701,Other hypertrophic and atrophic conditions of skin
HP:0001067,Neurofibromas,199.4,Neurofibromatosis
HP:0001069,Episodic hyperhidrosis,705.8,Hyperhidrosis
HP:0001070,Mottled pigmentation,694.2,Other dyschromia
HP:0001073,Cigarette-paper scars,701.2,Scar conditions and fibrosis of skin
HP:0001074,Atypical nevi in non-sun exposed areas,217.1,"Nevus, non-neoplastic"
HP:0001075,Atrophic scars,701.2,Scar conditions and fibrosis of skin
HP:0001076,Glabellar hemangioma,228,"Hemangioma and lymphangioma, any site"
HP:0001080,Biliary tract abnormality,575,Other biliary tract disease
HP:0001081,Cholelithiasis,574.2,Calculus of bile duct
HP:0001082,Cholecystitis,574.3,Cholecystitis without cholelithiasis
HP:0001083,Ectopia lentis,753.1,Congenital cataract and lens anomalies
HP:0001084,Corneal arcus,364.4,Corneal degenerations
HP:0001085,Papilledema,377,Disorders of optic nerve and visual pathways
HP:0001087,Congenital glaucoma,365.1,Open-angle glaucoma
HP:0001089,Iris atrophy,379.5,Disorders of iris and ciliary body
HP:0001092,Absent lacrimal punctum,375,Disorders of lacrimal system
HP:0001093,Optic nerve dysplasia,377,Disorders of optic nerve and visual pathways
HP:0001094,Iridocyclitis,371.1,"Uveitis, noninfectious or NOS"
HP:0001095,Hypertensive retinopathy,362.3,Other nondiabetic retinopathy
HP:0001096,Keratoconjunctivitis,370.3,Keratoconjunctivitis
HP:0001097,Keratoconjunctivitis sicca,370.31,Keratoconjunctivitis sicca
HP:0001099,Fundus atrophy,362.7,Hereditary retinal dystrophies
HP:0001100,Heterochromia iridis,379.51,Pigmentary iris degeneration
HP:0001101,Iritis,379.5,Disorders of iris and ciliary body
HP:0001102,Angioid streaks of the fundus,363.4,Choroidal degenerations
HP:0001104,Macular hypoplasia,753.2,Congenital anomalies of posterior segment of eye
HP:0001105,Retinal atrophy,377.1,Optic atrophy
HP:0001114,Xanthelasma,374,Other disorders of eyelids
HP:0001115,Posterior polar cataract,366,Cataract
HP:0001116,Macular coloboma,753,Congenital anomalies of the eye
HP:0001118,Juvenile cataract,366.1,Nonsenile Cataract
HP:0001119,Keratoglobus,753,Congenital anomalies of the eye
HP:0001123,Visual field defect,368.4,Visual field defects
HP:0001125,Transient unilateral blurring of vision,368,Visual disturbances
HP:0001126,Cryptophthalmos,753,Congenital anomalies of the eye
HP:0001128,Trichiasis,374.1,Ectropion or entropion
HP:0001131,Corneal dystrophy,364.5,Corneal dystrophy
HP:0001132,Lens subluxation,379.3,Aphakia and other disorders of lens
HP:0001133,Constriction of peripheral visual field,368.4,Visual field defects
HP:0001134,Anterior polar cataract,366,Cataract
HP:0001135,Chorioretinal dystrophy,363.4,Choroidal degenerations
HP:0001136,Retinal arteriolar tortuosity,362.4,Retinal vascular changes and abnomalities
HP:0001137,Alternating esotropia,378.1,Strabismus (not specified as paralytic)
HP:0001138,Optic neuropathy,377.3,Optic neuritis/neuropathy
HP:0001139,Choroideremia,363.4,Choroidal degenerations
HP:0001140,Epibulbar dermoid,224,Benign neoplasm of eye
HP:0001141,Severe visual impairment,367.9,Blindness and low vision
HP:0001142,Lenticonus,753.1,Congenital cataract and lens anomalies
HP:0001144,Orbital cyst,376,Disorders of the orbit
HP:0001147,Retinal exudate,362,Other retinal disorders
HP:0001149,Lattice corneal dystrophy,364.5,Corneal dystrophy
HP:0001151,Impaired horizontal smooth pursuit,378.2,Nystagmus and other irregular eye movements
HP:0001152,Saccadic smooth pursuit,378.2,Nystagmus and other irregular eye movements
HP:0001153,Septate vagina,751.11,Congenital anomalies of female genital organs
HP:0001156,Brachydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001159,Syndactyly,755.3,Congenital anomaly of fingers/toes
HP:0001161,Hand polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001162,Postaxial hand polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001167,Abnormality of finger,755.3,Congenital anomaly of fingers/toes
HP:0001171,Split hand,755.3,Congenital anomaly of fingers/toes
HP:0001177,Preaxial hand polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001178,Ulnar claw,736.1,Acquired deformities of forearm
HP:0001180,Hand oligodactyly,755.3,Congenital anomaly of fingers/toes
HP:0001181,Adducted thumb,755.3,Congenital anomaly of fingers/toes
HP:0001187,Hyperextensibility of the finger joints,728.2,Laxity of ligament or hypermobility syndrome
HP:0001191,Abnormality of the carpal bones,755.3,Congenital anomaly of fingers/toes
HP:0001193,Ulnar deviation of the hand or of fingers of the hand,736.1,Acquired deformities of forearm
HP:0001199,Triphalangeal thumb,755.3,Congenital anomaly of fingers/toes
HP:0001204,Distal symphalangism of hands,755.3,Congenital anomaly of fingers/toes
HP:0001215,Camptodactyly of 2nd-5th fingers,755.3,Congenital anomaly of fingers/toes
HP:0001217,Clubbing,781,Symptoms involving nervous and musculoskeletal systems
HP:0001220,Interphalangeal joint contracture of finger,739,Contracture of joint
HP:0001222,Spatulate thumbs,755.3,Congenital anomaly of fingers/toes
HP:0001225,Wrist swelling,741.4,Joint effusions
HP:0001232,Nail bed telangiectasia,448,Disease of capillaries
HP:0001233,2-3 finger syndactyly,755.3,Congenital anomaly of fingers/toes
HP:0001239,Wrist flexion contracture,739,Contracture of joint
HP:0001249,Intellectual disability,315.3,Mental retardation
HP:0001250,Seizures,345,"Epilepsy, recurrent seizures, convulsions"
HP:0001251,Ataxia,334.1,Spinocerebellar disease
HP:0001252,Muscular hypotonia,772.3,Muscle weakness
HP:0001254,Lethargy,798,Malaise and fatigue
HP:0001256,"Intellectual disability, mild",315.3,Mental retardation
HP:0001257,Spasticity,350.1,Abnormal involuntary movements
HP:0001258,Spastic paraplegia,334.1,Spinocerebellar disease
HP:0001259,Coma,348.7,Coma
HP:0001260,Dysarthria,292.1,Aphasia/speech disturbance
HP:0001262,Excessive daytime somnolence,291.8,Alteration of consciousness
HP:0001263,Global developmental delay,315,Develomental delays and disorders
HP:0001264,Spastic diplegia,344,Other paralytic syndromes
HP:0001265,Hyporeflexia,350.5,Abnormal reflex
HP:0001266,Choreoathetosis,333.3,Tics and choreas
HP:0001268,Mental deterioration,292.4,Altered mental status
HP:0001269,Hemiparesis,342,Hemiplegia
HP:0001270,Motor delay,315,Develomental delays and disorders
HP:0001271,Polyneuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0001272,Cerebellar atrophy,334.1,Spinocerebellar disease
HP:0001273,Abnormality of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0001274,Agenesis of corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0001276,Hypertonia,772.2,Spasm of muscle
HP:0001278,Orthostatic hypotension,458.1,Orthostatic hypotension
HP:0001279,Syncope,788,Syncope and collapse
HP:0001281,Tetany,350.1,Abnormal involuntary movements
HP:0001283,Bulbar palsy,334.2,Anterior horn cell disease
HP:0001284,Areflexia,350.5,Abnormal reflex
HP:0001285,Spastic tetraparesis,334.1,Spinocerebellar disease
HP:0001287,Meningitis,320,Meningitis
HP:0001288,Gait disturbance,350.2,Abnormality of gait
HP:0001289,Confusion,290.2,Delirium due to conditions classified elsewhere
HP:0001290,Generalized hypotonia,772.3,Muscle weakness
HP:0001291,Abnormality of the cranial nerves,352,Disorders of other cranial nerves
HP:0001293,Cranial nerve compression,352,Disorders of other cranial nerves
HP:0001297,Stroke,433.21,"Cerebral artery occlusion, with cerebral infarction"
HP:0001298,Encephalopathy,323,Encephalitis
HP:0001300,Parkinsonism,332,Parkinson's disease
HP:0001302,Pachygyria,752.2,Other specified congenital anomalies of nervous system
HP:0001304,Torsion dystonia,333.4,Torsion dystonia
HP:0001305,Dandy-Walker malformation,752.2,Other specified congenital anomalies of nervous system
HP:0001308,Tongue fasciculations,529,Diseases and other conditions of the tongue
HP:0001310,Dysmetria,350.3,Lack of coordination
HP:0001315,Reduced tendon reflexes,350.5,Abnormal reflex
HP:0001319,Neonatal hypotonia,656,Other perinatal conditions of fetus or newborn
HP:0001320,Cerebellar vermis hypoplasia,752.2,Other specified congenital anomalies of nervous system
HP:0001321,Cerebellar hypoplasia,752.2,Other specified congenital anomalies of nervous system
HP:0001324,Muscle weakness,772.3,Muscle weakness
HP:0001325,Hypoglycemic coma,251.1,Hypoglycemia
HP:0001326,EEG with irregular generalized spike and wave complexes,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0001328,Specific learning disability,315.1,Learning disorder
HP:0001332,Dystonia,333.4,Torsion dystonia
HP:0001334,Communicating hydrocephalus,331.1,Hydrocephalus
HP:0001336,Myoclonus,333.2,Myoclonus
HP:0001337,Tremor,333.1,Essential tremor
HP:0001338,Partial agenesis of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0001339,Lissencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0001342,Cerebral hemorrhage,430.2,Intracerebral hemorrhage
HP:0001343,Kernicterus,656.1,Isoimmunization of fetus or newborn
HP:0001344,Absent speech,315.2,Speech and language disorder
HP:0001345,Psychotic mentation,295.3,Psychosis
HP:0001347,Hyperreflexia,350.5,Abnormal reflex
HP:0001348,Brisk reflexes,350.5,Abnormal reflex
HP:0001349,Facial diplegia,352,Disorders of other cranial nerves
HP:0001350,Slurred speech,292.1,Aphasia/speech disturbance
HP:0001355,Megalencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0001357,Plagiocephaly,749,Congenital anomalies of face and neck
HP:0001360,Holoprosencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0001361,Nystagmus-induced head nodding,378.2,Nystagmus and other irregular eye movements
HP:0001362,Calvarial skull defect,749.2,Congenital anomalies of skull and face bones
HP:0001363,Craniosynostosis,749.2,Congenital anomalies of skull and face bones
HP:0001369,Arthritis,716,Other arthropathies
HP:0001370,Rheumatoid arthritis,714.1,Rheumatoid arthritis
HP:0001371,Flexion contracture,739,Contracture of joint
HP:0001373,Joint dislocation,742.2,"Pathological, developmental or recurrent dislocation"
HP:0001374,Congenital hip dislocation,755.61,Congenital hip dysplasia and deformity
HP:0001376,Limitation of joint mobility,741.2,Stiffness of joint
HP:0001377,Limited elbow extension,741.2,Stiffness of joint
HP:0001382,Joint hypermobility,728.2,Laxity of ligament or hypermobility syndrome
HP:0001385,Hip dysplasia,755.61,Congenital hip dysplasia and deformity
HP:0001386,Joint swelling,741.4,Joint effusions
HP:0001387,Joint stiffness,741.2,Stiffness of joint
HP:0001388,Joint laxity,728.2,Laxity of ligament or hypermobility syndrome
HP:0001392,Abnormality of the liver,573,Other disorders of liver
HP:0001394,Cirrhosis,571.51,Cirrhosis of liver without mention of alcohol
HP:0001395,Hepatic fibrosis,571,Chronic liver disease and cirrhosis
